Date,KOR_export,export_CHI,export_USA,export_VET,export_Hong,export_JAP,foreign exchange,oil_price,SW,OCC,FE
2019-11,44040721772.0,11888954728.0,6265034318.0,4052033453.0,2454636357.0,2410613103.0,4075.0,62.0,603.0,145.0,302.0
2019-12,45668341127.0,12296985639.0,6418400063.0,3879351714.0,2609214538.0,2296481406.0,4088.0,64.9,598.0,131.0,318.0
2020-01,43103060857.0,9642031236.0,5740347386.0,4081500059.0,2193755203.0,2434952964.0,4097.0,64.3,595.0,127.0,288.0
2020-02,40911818805.0,8824933471.0,5931571874.0,3931516792.0,2546965586.0,2265044812.0,4092.0,54.2,600.0,128.0,314.0
2020-03,46167203855.0,10643503407.0,7281215108.0,3998333951.0,3172786959.0,2485052839.0,4002.0,33.7,585.0,147.0,351.0
2020-04,36270182837.0,10151494828.0,5277225836.0,2713976274.0,2379361597.0,1984660364.0,4040.0,20.4,577.0,155.0,293.0
2020-05,34854511400.0,10743735243.0,4589357750.0,2917842478.0,2362302297.0,1781736895.0,4073.0,30.5,593.0,176.0,382.0
2020-06,39214070630.0,11443239696.0,5735514639.0,3503966589.0,2337610130.0,1849842809.0,4108.0,40.8,597.0,202.0,489.0
2020-07,42785144050.0,11726183448.0,6596978783.0,4203037693.0,2034337542.0,1999257195.0,4165.0,43.3,599.0,197.0,512.0
2020-08,39469230580.0,10937537712.0,5581925095.0,4107144926.0,2150968919.0,1761392723.0,4190.0,44.0,592.0,178.0,314.0
2020-09,47819947522.0,12185274325.0,6997553830.0,4796012203.0,3005224076.0,2156620830.0,4206.0,41.5,581.0,178.0,566.0
2020-10,44818534427.0,11527355549.0,6562208994.0,4508943206.0,2731820714.0,1924047355.0,4265.0,40.7,589.0,174.0,522.0
2020-11,45751883232.0,12029854423.0,6664272439.0,4506085066.0,2635980263.0,2122869801.0,4364.0,43.4,577.0,179.0,524.0
2020-12,51332449396.0,12710301396.0,7157647338.0,5242213207.0,3102676601.0,2332172653.0,4431.0,49.8,598.0,176.0,413.0
2021-01,48006973697.0,11787036611.0,8412354594.0,4642317898.0,2441564805.0,2237046015.0,4427.0,54.8,606.0,185.0,736.0
2021-02,44706906918.0,11208799453.0,6396234633.0,3907994035.0,2516268543.0,2191909157.0,4476.0,60.9,644.0,206.0,488.0
2021-03,53690914321.0,13408119054.0,7970755898.0,4207078759.0,3402418498.0,2415077031.0,4461.0,66.4,670.0,220.0,875.0
2021-04,51225991397.0,13401058327.0,7557229358.0,4334987144.0,2985366252.0,2489524820.0,4523.0,62.9,729.0,241.0,446.0
2021-05,50725161248.0,13246809078.0,7448015955.0,4167818891.0,3093419795.0,2361626618.0,4565.0,66.3,819.0,250.0,460.0
2021-06,54778904949.0,13070490087.0,8717226261.0,4581970971.0,3471242070.0,2597105443.0,4541.0,71.6,864.0,255.0,474.0
2021-07,55461518159.0,13586374429.0,8724015829.0,4934034094.0,2872361283.0,2565013671.0,4587.0,72.9,903.0,263.0,536.0
2021-08,53165103786.0,13881327880.0,7704223847.0,4850337611.0,3415828590.0,2522980082.0,4639.0,69.5,906.0,277.0,630.0
2021-09,55913862375.0,14291980345.0,7983934107.0,5101701490.0,3852088155.0,2541017857.0,4640.0,72.6,879.0,285.0,549.0
2021-10,55660372637.0,14415867215.0,8066782602.0,4904971459.0,2739662629.0,2614683864.0,4692.0,81.6,889.0,292.0,635.0
2021-11,60330542263.0,15272549044.0,8133640339.0,5478296945.0,3232583381.0,2813250497.0,4639.0,80.3,876.0,299.0,660.0
2021-12,60734116670.0,15342562681.0,8787542044.0,5617022808.0,3444272573.0,2712571429.0,4631.0,73.2,822.0,310.0,600.0
